38.0000,14.0000,28.6445,-0.0025,-0.0079,0.0104,0.0030,0.0138,-0.0013,-0.0057,0.0020
38.0833,14.0000,28.1653,0.0018,-0.0060,0.0120,0.0030,0.0146,-0.0020,-0.0040,0.0033
38.1667,14.0000,27.8763,0.0197,-0.0113,0.0354,-0.0004,0.0298,-0.0030,-0.0061,0.0034
38.2500,14.0000,27.7136,0.0250,-0.0301,0.0400,-0.0145,0.0252,-0.0131,-0.0188,-0.0192
38.3333,14.0000,27.5751,0.0398,-0.0452,0.0533,-0.0253,0.0339,-0.0231,-0.0026,-0.0390
38.4167,14.0000,27.4539,0.0629,-0.0469,0.0762,-0.0237,0.0690,-0.0199,0.0615,-0.0432
38.5000,14.0000,27.3683,0.0765,-0.0343,0.0894,-0.0089,0.0969,-0.0030,0.1172,-0.0159
38.5833,14.0000,27.2753,0.0687,-0.0175,0.0825,0.0098,0.0975,0.0148,0.1217,0.0117
38.6667,14.0000,27.2233,0.0415,0.0026,0.0560,0.0315,0.0659,0.0367,0.0662,0.0248
38.7500,14.0000,27.2179,0.0074,0.0146,0.0208,0.0464,0.0178,0.0542,-0.0111,0.0237
38.8333,14.0000,27.2202,-0.0110,0.0165,-0.0004,0.0513,-0.0087,0.0643,-0.0498,0.0284
38.9167,14.0000,27.2045,-0.0068,0.0117,0.0023,0.0498,0.0007,0.0664,-0.0283,0.0447
39.0000,14.0000,27.1421,0.0101,0.0050,0.0182,0.0453,0.0251,0.0591,0.0144,0.0450
39.0833,14.0000,27.0894,0.0197,-0.0025,0.0286,0.0407,0.0377,0.0469,0.0281,0.0235
39.1667,14.0000,27.0633,0.0208,-0.0066,0.0305,0.0395,0.0394,0.0384,0.0250,0.0027
39.2500,14.0000,27.0838,0.0130,-0.0054,0.0239,0.0423,0.0340,0.0366,0.0229,-0.0043
39.3333,14.0000,27.1344,0.0014,-0.0014,0.0120,0.0483,0.0244,0.0408,0.0239,0.0004
39.4167,14.0000,27.2028,-0.0163,0.0023,-0.0050,0.0535,0.0070,0.0482,0.0162,0.0115
39.5000,14.0000,27.2306,-0.0302,0.0071,-0.0192,0.0585,-0.0100,0.0602,-0.0046,0.0345
39.5833,14.0000,27.2128,-0.0470,0.0132,-0.0363,0.0641,-0.0306,0.0718,-0.0340,0.0603
39.6667,14.0000,27.1680,-0.0602,0.0223,-0.0501,0.0716,-0.0441,0.0865,-0.0438,0.0971
39.7500,14.0000,27.1003,-0.0742,0.0288,-0.0644,0.0755,-0.0604,0.0956,-0.0607,0.1174
39.8333,14.0000,27.0324,-0.0816,0.0269,-0.0730,0.0711,-0.0750,0.0928,-0.0746,0.1071
39.9167,14.0000,26.9795,-0.0731,0.0187,-0.0652,0.0592,-0.0698,0.0779,-0.0644,0.0711
40.0000,14.0000,26.9233,-0.0468,0.0113,-0.0396,0.0481,-0.0343,0.0635,-0.0268,0.0371
40.0833,14.0000,26.8985,-0.0256,0.0067,-0.0174,0.0385,-0.0005,0.0496,0.0151,0.0077
40.1667,14.0000,26.9028,-0.0104,0.0050,-0.0013,0.0333,0.0205,0.0424,0.0631,0.0054
40.2500,14.0000,26.8981,-0.0049,0.0011,0.0028,0.0259,0.0158,0.0356,0.0721,0.0295
40.3333,14.0000,26.8527,-0.0024,-0.0047,0.0015,0.0177,-0.0066,0.0298,0.0051,0.0453
40.4167,14.0000,26.7703,-0.0130,-0.0088,-0.0118,0.0116,-0.0350,0.0246,-0.0732,0.0374
40.5000,14.0000,26.6964,-0.0299,-0.0037,-0.0332,0.0149,-0.0598,0.0259,-0.0805,0.0105
40.5833,14.0000,26.7271,-0.0155,0.0021,-0.0187,0.0178,-0.0288,0.0223,-0.0258,0.0105
40.6667,14.0000,26.9897,-0.0076,0.0012,-0.0052,0.0119,-0.0100,0.0116,-0.0215,0.0097
40.7500,14.0000,27.0552,-0.0028,0.0028,0.0003,0.0107,-0.0008,0.0102,-0.0073,0.0121
40.8333,14.0000,27.0543,-0.0021,0.0036,-0.0029,0.0119,-0.0032,0.0108,-0.0114,0.0076
42.4167,14.0000,27.5502,-0.0027,0.0025,0.0036,-0.0099,-0.0122,0.0031,-0.0305,0.0023
42.5000,14.0000,27.2333,0.0457,-0.0182,0.0354,-0.0297,-0.0113,0.0050,-0.0295,0.0024
42.5833,14.0000,26.6926,0.1064,-0.0677,0.0590,-0.0708,-0.0182,0.0071,-0.0276,0.0034
42.6667,14.0000,26.4712,0.0962,-0.1013,0.0548,-0.0939,-0.0149,0.0162,-0.0246,0.0047
42.7500,14.0000,26.3381,0.0627,-0.0850,0.0356,-0.0822,-0.0089,0.0123,-0.0206,0.0059
38.0833,14.0833,28.1807,0.0089,-0.0044,0.0132,0.0064,0.0144,0.0009,-0.0016,0.0028
38.1667,14.0833,27.9042,0.0290,-0.0024,0.0410,0.0102,0.0334,0.0058,0.0025,0.0047
38.2500,14.0833,27.7268,0.0359,-0.0201,0.0495,-0.0034,0.0357,-0.0052,-0.0033,-0.0113
38.3333,14.0833,27.5657,0.0429,-0.0381,0.0556,-0.0178,0.0374,-0.0188,0.0104,-0.0272
38.4167,14.0833,27.4428,0.0545,-0.0426,0.0671,-0.0189,0.0599,-0.0171,0.0551,-0.0349
38.5000,14.0833,27.3655,0.0608,-0.0304,0.0736,-0.0039,0.0810,0.0020,0.0969,-0.0188
38.5833,14.0833,27.2990,0.0504,-0.0117,0.0635,0.0155,0.0782,0.0222,0.1025,0.0068
38.6667,14.0833,27.2689,0.0278,0.0097,0.0410,0.0397,0.0486,0.0463,0.0600,0.0292
38.7500,14.0833,27.2667,0.0008,0.0221,0.0120,0.0550,0.0055,0.0628,-0.0129,0.0335
38.8333,14.0833,27.2592,-0.0090,0.0240,-0.0013,0.0605,-0.0133,0.0721,-0.0557,0.0347
38.9167,14.0833,27.2378,-0.0006,0.0193,0.0054,0.0593,0.0015,0.0760,-0.0371,0.0504
39.0000,14.0833,27.1869,0.0164,0.0137,0.0217,0.0557,0.0301,0.0730,0.0129,0.0643
39.0833,14.0833,27.1458,0.0249,0.0079,0.0309,0.0522,0.0432,0.0664,0.0360,0.0640
39.1667,14.0833,27.1151,0.0242,0.0049,0.0310,0.0515,0.0431,0.0610,0.0343,0.0500
39.2500,14.0833,27.1265,0.0162,0.0029,0.0238,0.0513,0.0351,0.0568,0.0256,0.0359
39.3333,14.0833,27.1675,0.0034,0.0003,0.0116,0.0514,0.0224,0.0549,0.0192,0.0329
39.4167,14.0833,27.1991,-0.0137,-0.0010,-0.0055,0.0505,0.0023,0.0567,0.0027,0.0418
39.5000,14.0833,27.1824,-0.0290,0.0004,-0.0205,0.0520,-0.0175,0.0634,-0.0249,0.0607
39.5833,14.0833,27.1229,-0.0493,0.0072,-0.0400,0.0578,-0.0401,0.0732,-0.0573,0.0789
39.6667,14.0833,27.0787,-0.0629,0.0204,-0.0535,0.0672,-0.0523,0.0872,-0.0645,0.0999
